Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
456,50,RM,47.0,4506,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,RRNn,Norm,1Fam,1Story,7,8,1952,1985,Gable,CompShg,AsbShng,BrkComm,None,80.6205008677643,Fa,TA,CBlock,TA,NA,Gd,NA,2500.0,Unf,25.980163165153918,390.6402274583667,2916.6203906235205,GasA,Gd,Y,SBrkr,596,691,0,1287,0,0,3,0,3,1,TA,6,Typ,2,Fa,2Types,,Unf,2,453.12841821517674,NA,NA,Y,1056,65,0,0,38,0,NA,NA,NA,238,12,2006,COD,Family,395471
457,190,RM,51.0,6740,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,NoRidge,Feedr,Norm,TwnhsE,1.5Unf,8,7,1947,1965,Gable,CompShg,MetalSd,MetalSd,BrkFace,2.4934367101806605,TA,TA,CBlock,Gd,Gd,Av,GLQ,1836.114499328352,Unf,0.9123628786578181,930.0700945274626,2767.0969567344723,GasA,Ex,Y,FuseP,1296,1268,68,2632,1,0,3,0,3,1,TA,4,Min1,1,TA,Basment,1913.0,RFn,2,275.6565581823485,Ex,Gd,Y,127,75,66,9,0,95,NA,NA,NA,867,2,2007,COD,Partial,536238
458,50,RL,72.0,1584,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,MeadowV,RRAn,Norm,1Fam,1Story,6,6,1927,1989,Gable,CompShg,HdBoard,Plywood,BrkFace,31.176129901439342,Gd,TA,CBlock,TA,Gd,Av,NA,530.3211624950549,Unf,32.700516377902915,66.59286939314629,629.6145482661041,GasA,Gd,Y,FuseF,910,280,0,1190,1,0,2,0,3,1,Fa,3,Typ,1,Ex,Detchd,1995.0,Unf,2,406.56386032659424,Fa,Po,Y,63,206,14,22,38,48,NA,GdWo,NA,265,5,2009,ConLw,Abnorml,269541
459,45,RL,95.0,5387,Grvl,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Artery,Norm,2FmCon,1.5Unf,8,8,1920,1996,Gable,CompShg,HdBoard,Plywood,BrkFace,177.20521865299722,TA,TA,Slab,TA,Gd,Av,NA,908.331646603637,Unf,5.026641859971168,177.6938571736196,1091.0521456372278,GasA,TA,Y,SBrkr,1197,816,108,2121,1,0,1,0,1,1,Ex,8,Typ,0,TA,Attchd,1930.0,Fin,2,129.04111819552156,NA,TA,Y,0,316,23,8,119,276,NA,NA,NA,0,8,2006,ConLw,Alloca,344000
460,40,RM,,3321,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2.5Unf,7,6,1969,1974,Gable,CompShg,ImStucc,MetalSd,BrkFace,39.03666374557149,Gd,Gd,CBlock,TA,Fa,No,GLQ,150.0437479468585,Unf,7.858457359693953,272.8175177366968,430.71972304324925,GasA,Ex,Y,SBrkr,673,616,0,1289,1,0,1,1,2,1,Ex,6,Min2,1,Ex,Detchd,,Fin,2,187.6715071996365,Ex,Po,N,71,137,65,0,51,103,NA,MnPrv,NA,348,4,2009,VWD,Alloca,320963
461,60,RL,62.0,3088,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1897,1983,Gable,CompShg,MetalSd,CemntBd,BrkFace,47.05743627403798,Gd,Gd,CBlock,Gd,TA,Mn,Unf,2500.0,Unf,5.324980678293988,215.45649088114925,2720.7814715594436,GasA,Ex,Y,SBrkr,1451,492,76,2019,0,1,1,0,3,1,TA,6,Typ,0,Po,Basment,1962.0,RFn,2,280.26024204155607,Ex,TA,Y,359,72,79,0,28,258,NA,NA,NA,0,4,2008,CWD,Alloca,371872
462,60,RL,56.0,4112,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Artery,Norm,1Fam,1Story,4,6,1992,2002,Gable,CompShg,CBlock,AsbShng,Stone,25.122625706675855,Gd,TA,CBlock,Gd,TA,No,NA,991.4695429744207,Unf,4.893284162236991,749.0690750321913,1745.431902168849,GasA,Fa,Y,SBrkr,1097,1630,51,2778,1,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,,NA,2,120.95839643591678,Po,Ex,Y,94,49,32,82,0,0,NA,GdPrv,NA,178,3,2009,ConLI,Alloca,436262
463,150,RL,66.0,3900,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,RRAn,Norm,1Fam,2Story,7,5,1929,1961,Gable,CompShg,Stone,ImStucc,None,37.245635945434074,TA,Gd,CBlock,TA,Gd,NA,ALQ,2051.293528633909,Unf,400.4464213518732,389.4963292624348,2841.2362792482168,GasA,TA,Y,SBrkr,1824,1563,21,3408,1,0,1,0,1,1,TA,6,Typ,0,Po,BuiltIn,,Fin,3,390.3198688046087,NA,TA,Y,145,41,0,0,30,301,NA,MnPrv,NA,166,7,2010,Oth,Alloca,466514
464,45,RL,87.0,2666,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,NWAmes,PosA,Norm,1Fam,2Story,7,8,1954,1995,Gable,WdShake,CBlock,WdShing,None,8.511268898134752,TA,TA,CBlock,Gd,TA,Av,BLQ,606.3496141597025,Unf,0.9967239267893594,127.53923179546882,734.8855698819607,GasA,Ex,Y,SBrkr,1679,844,0,2523,0,0,3,0,3,1,TA,8,Typ,0,Po,Attchd,,RFn,2,387.589892982054,NA,TA,Y,962,67,105,0,15,85,NA,NA,NA,104,9,2008,CWD,Partial,390122
465,150,C,27.0,4439,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,RRNn,Norm,Twnhs,1Story,4,6,1940,1969,Hip,CompShg,Stone,CemntBd,Stone,56.617696779584364,Gd,TA,CBlock,Gd,Gd,Av,BLQ,243.3627599432793,Unf,6.432854410567665,1419.2789904033132,1669.0746047571602,GasA,Gd,Y,SBrkr,2292,278,93,2663,1,0,2,0,5,1,Gd,5,Min1,0,Fa,Basment,1978.0,Fin,2,263.16903974774965,Gd,Po,Y,385,135,35,0,108,0,Fa,NA,NA,396,7,2007,COD,Abnorml,375302
466,180,RL,37.0,2216,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,Twnhs,SLvl,4,4,1884,2010,Hip,WdShake,VinylSd,BrkComm,None,20.5995628226234,TA,Gd,BrkTil,Gd,Gd,No,BLQ,436.0625296445078,Unf,7.09031759952687,896.168832891871,1339.3216801359058,GasA,TA,Y,SBrkr,1386,1400,36,2822,0,0,1,0,3,1,Gd,7,Typ,0,TA,Detchd,1919.0,Unf,1,150.10712536038127,NA,Ex,Y,118,56,23,26,0,0,NA,MnPrv,NA,0,11,2009,WD,Alloca,344696
467,190,RL,42.0,8042,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,MeadowV,RRNn,Norm,1Fam,1.5Unf,6,4,1928,1980,Gable,CompShg,Wd Sdng,Plywood,None,605.3214656769453,TA,Gd,PConc,Gd,TA,Gd,BLQ,388.0555901401014,Unf,6.768486409089176,1802.6944637036784,2197.518540252869,GasA,Gd,Y,SBrkr,1507,1152,0,2659,0,0,2,0,3,3,TA,6,Typ,0,Gd,Basment,,Fin,1,294.1290962667168,Ex,Gd,Y,34,105,52,6,500,0,NA,GdPrv,NA,723,1,2010,CWD,Family,391344
468,80,RH,60.0,1790,Pave,NA,IR3,HLS,AllPub,Inside,Mod,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,5,1983,1982,Gable,CompShg,CBlock,BrkComm,BrkFace,55.46471990066655,Gd,TA,Slab,Gd,Gd,Av,Rec,747.0231294074779,Unf,2.4644413480013747,256.0157340629151,1005.5033048183943,GasA,Fa,Y,SBrkr,1011,868,0,1879,0,0,2,0,3,1,Gd,7,Typ,0,TA,Basment,1981.0,NA,1,678.1931749639102,Fa,TA,Y,691,182,125,11,0,44,NA,GdWo,NA,195,4,2007,COD,Partial,334963
469,80,RM,53.0,3620,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Artery,Norm,1Fam,2.5Unf,5,6,1980,1966,Gable,CompShg,AsbShng,Stucco,BrkFace,74.88112024413695,Gd,Gd,Slab,Gd,Gd,Av,Unf,2500.0,NA,2.326107926488814,469.256056041686,2971.582163968175,GasA,TA,Y,SBrkr,2708,1196,37,3941,0,0,2,0,4,1,Gd,4,Typ,0,Po,Detchd,,Unf,2,97.69787233673796,TA,NA,Y,340,800,231,0,35,125,NA,GdPrv,Shed,405,7,2006,COD,Abnorml,483762
470,20,C,78.0,4314,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Edwards,RRAe,Norm,1Fam,SFoyer,8,6,1936,1993,Flat,CompShg,Wd Sdng,BrkFace,None,487.2918349043842,Gd,TA,BrkTil,TA,TA,No,ALQ,178.7378256687018,Unf,0.6297839233307239,913.6675627361528,1093.0351723281854,GasA,TA,Y,SBrkr,1897,1328,37,3262,0,0,2,2,8,1,Gd,7,Typ,0,Fa,2Types,1952.0,RFn,2,269.9715752189389,Ex,Ex,Y,203,143,0,0,500,0,NA,GdWo,NA,950,9,2010,WD,Normal,464482
471,90,RL,107.0,6470,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Sawyer,PosN,Norm,1Fam,2Story,10,6,1965,1997,Hip,CompShg,HdBoard,BrkFace,None,31.492411160604348,Gd,TA,CBlock,Gd,Gd,Av,GLQ,2274.5605305357144,Unf,7.42035007918988,1832.1510069377066,4114.131887552611,GasA,TA,Y,SBrkr,1474,763,445,2682,0,0,2,0,3,1,Fa,4,Min1,1,TA,Basment,1958.0,Fin,1,229.0738164724112,Fa,Fa,Y,252,152,220,0,66,0,NA,NA,NA,0,11,2006,WD,Abnorml,532498
472,180,FV,65.0,1728,Pave,NA,IR1,Lvl,NoSeWa,Inside,Gtl,OldTown,Feedr,Norm,Twnhs,1.5Unf,7,5,1982,1991,Gable,CompShg,WdShing,WdShing,None,23.606353385939496,Fa,Fa,CBlock,Gd,TA,No,Unf,355.5581710249962,GLQ,2.032631023149329,54.37645339812408,411.96725544626963,GasA,TA,Y,SBrkr,1612,641,66,2319,1,0,2,1,4,2,Ex,8,Typ,0,Gd,NA,1901.0,Fin,2,249.82948772611888,Gd,Ex,P,549,232,0,128,21,230,NA,NA,NA,791,7,2009,WD,Partial,357138
473,50,RL,80.0,4844,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,Twnhs,SLvl,8,8,1941,1960,Gable,CompShg,BrkComm,CemntBd,BrkFace,22.82238535470095,Po,Gd,CBlock,TA,TA,Gd,LwQ,1269.6357175674918,Unf,9.02589664967411,68.25215441923459,1346.9137686364006,GasA,Gd,Y,SBrkr,862,1454,136,2452,0,0,2,1,2,1,Ex,7,Typ,1,Po,2Types,1929.0,RFn,2,271.1297295333025,Fa,NA,Y,113,72,68,0,47,110,NA,NA,NA,622,5,2010,ConLI,Partial,402993
474,180,RL,47.0,6867,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Artery,Norm,1Fam,1Story,6,4,1990,2006,Gable,CompShg,WdShing,ImStucc,BrkFace,29.025135642244777,Gd,Gd,CBlock,TA,TA,Mn,BLQ,225.5762034949834,Unf,3.692073480314992,89.92562953364346,319.19390650894184,GasA,TA,Y,FuseF,1759,543,0,2302,1,0,2,0,2,1,TA,6,Typ,0,Po,2Types,1907.0,Unf,2,364.3534312483018,Gd,Po,Y,74,724,500,10,157,92,NA,NA,NA,166,3,2009,ConLD,Normal,408978
475,150,RH,84.0,8146,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,OldTown,RRNn,Norm,1Fam,2.5Unf,6,8,1997,2003,Gable,CompShg,MetalSd,ImStucc,BrkFace,14.57922720378783,Gd,TA,BrkTil,TA,Fa,Av,NA,275.06668469827315,Unf,16.19179056058957,333.4716387773797,624.7301140362424,GasA,Gd,Y,SBrkr,2375,648,0,3023,1,0,2,0,3,1,Gd,7,Typ,0,TA,BuiltIn,,Fin,2,199.03707086785658,NA,Gd,Y,188,10,278,16,361,0,NA,NA,NA,180,7,2007,ConLw,AdjLand,358638
476,20,RL,93.0,7185,Pave,NA,IR2,Low,AllPub,CulDSac,Gtl,Crawfor,Artery,Norm,1Fam,SLvl,4,6,2005,1991,Hip,CompShg,Wd Sdng,MetalSd,None,199.7657197687536,Gd,Fa,PConc,Gd,Gd,Mn,ALQ,1225.3046505735465,Unf,121.2570664046634,393.95995140856076,1740.5216683867707,GasA,TA,Y,SBrkr,711,952,0,1663,1,0,2,0,2,1,Gd,5,Typ,0,NA,Basment,1990.0,RFn,2,106.07226054656492,Fa,Fa,Y,1500,212,122,11,52,0,NA,NA,NA,0,1,2006,ConLD,AdjLand,332500
477,90,RM,68.0,4638,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,StoneBr,RRNn,Norm,1Fam,1.5Unf,7,6,1994,1991,Hip,CompShg,Wd Sdng,Stone,None,122.42769545086023,TA,TA,CBlock,Po,TA,Av,LwQ,1574.507138830647,Unf,277.84967514327224,128.1763921347806,1980.5332061086997,GasA,Ex,Y,SBrkr,1340,818,0,2158,0,0,3,0,3,1,Gd,4,Typ,0,Po,2Types,,Unf,3,95.33184106016736,TA,TA,Y,345,21,50,7,40,0,NA,NA,NA,0,10,2006,Oth,Abnorml,446253
478,45,C,67.0,4589,Pave,NA,IR2,Lvl,AllPub,Inside,Mod,StoneBr,PosA,Norm,1Fam,2.5Unf,6,5,1874,1971,Gable,CompShg,AsbShng,Stucco,BrkFace,176.2322531464332,Gd,Fa,CBlock,Gd,Gd,Av,GLQ,259.8741881549063,Rec,0.10743217206612415,1234.7916827082568,1494.7733030352292,GasA,Gd,Y,SBrkr,767,333,17,1117,0,0,1,0,2,1,TA,9,Typ,1,Po,Attchd,2001.0,NA,2,113.87579546397184,NA,Gd,Y,363,163,0,0,45,0,NA,NA,NA,455,9,2010,Con,Normal,338797
479,75,RH,98.0,8276,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,SawyerW,PosA,RRNn,TwnhsE,SLvl,6,7,1906,1976,Gable,CompShg,CemntBd,BrkFace,BrkFace,75.98776103205522,Gd,Gd,CBlock,TA,Gd,Mn,LwQ,713.0289322320446,Unf,2.5930629215052146,94.77190991753795,810.3939050710877,GasA,Gd,Y,FuseA,1306,635,38,1979,0,0,0,1,4,1,TA,5,Typ,1,Gd,2Types,1929.0,NA,2,435.09340791861007,Fa,Gd,Y,610,136,0,112,72,63,NA,NA,NA,564,8,2006,New,Abnorml,316160
480,150,RL,124.0,7328,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Unf,8,6,2001,1980,Hip,CompShg,MetalSd,MetalSd,BrkFace,45.999032626881885,Gd,Gd,CBlock,Gd,TA,No,Rec,2374.273879152399,Unf,7.903407695897994,614.0355254276319,2996.2128122759286,GasA,Gd,Y,SBrkr,1506,689,0,2195,0,0,2,2,2,1,Gd,4,Typ,1,Gd,Detchd,1936.0,Fin,2,243.33818235920486,NA,Fa,Y,265,148,21,0,11,0,NA,MnPrv,Othr,172,3,2010,WD,Abnorml,414433
481,85,RM,108.0,4240,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,MeadowV,RRAn,Norm,1Fam,2.5Fin,4,6,1946,2006,Hip,CompShg,Stone,BrkComm,None,,Fa,Gd,CBlock,TA,Ex,Av,ALQ,2357.783933891238,Unf,13.811233383006257,298.46563026954937,2670.060797543794,GasA,Ex,Y,SBrkr,1219,898,0,2117,1,0,2,0,3,1,Gd,5,Typ,0,Fa,Basment,,Fin,2,293.35802088292155,Ex,NA,Y,82,800,47,0,112,92,NA,NA,NA,50,3,2008,CWD,Family,356908
482,180,RM,83.0,7557,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Timber,Artery,Norm,1Fam,SLvl,6,6,1881,1980,Hip,CompShg,VinylSd,Wd Sdng,BrkFace,25.509110175316607,Gd,TA,CBlock,Fa,Gd,Gd,Rec,575.1531845326698,Unf,1.0504709470525555,301.13528988636625,877.3389453660886,GasA,Ex,Y,SBrkr,1836,2000,0,3836,0,0,2,1,3,1,Gd,8,Typ,1,Fa,BuiltIn,,Fin,1,425.83999681154046,Ex,Po,Y,183,60,0,13,20,0,NA,MnPrv,NA,791,10,2008,New,Abnorml,435208
483,30,RM,55.0,2757,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Artery,Norm,1Fam,2.5Unf,7,4,1961,2009,Gable,CompShg,Stone,ImStucc,BrkFace,170.2402638263126,Gd,Gd,CBlock,Gd,Gd,Av,LwQ,804.4743842105022,Unf,5.83539030811172,1224.8646425995364,2035.1744171181504,GasA,Ex,Y,SBrkr,1312,884,0,2196,1,0,2,0,3,1,Gd,6,Typ,1,NA,BuiltIn,2001.0,Fin,2,131.83295447760787,Gd,NA,Y,154,516,123,0,240,488,NA,NA,NA,622,8,2009,VWD,Partial,421187
484,30,RM,81.0,2825,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,SawyerW,RRAn,Norm,1Fam,2.5Fin,6,5,1898,1959,Gable,CompShg,Plywood,BrkFace,None,17.53690592227154,TA,Gd,PConc,TA,Gd,Av,GLQ,94.25206834066952,Unf,4.1303530372222035,258.7596776537067,357.14209903159843,GasA,Gd,Y,SBrkr,1446,1227,331,3004,1,0,2,0,2,1,TA,7,Typ,1,Gd,Basment,1940.0,RFn,2,264.38403463697665,Po,Po,Y,569,466,0,15,8,141,NA,NA,NA,367,11,2007,CWD,Normal,363555
485,75,RH,106.0,8632,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,PosN,Norm,TwnhsE,SFoyer,7,4,1998,1968,Gambrel,CompShg,Wd Sdng,BrkComm,None,62.13007509037756,Gd,Gd,PConc,Gd,Gd,Mn,LwQ,300.2802089367128,Unf,0.5205962410168985,2500.0,2800.8008051777297,GasA,TA,Y,SBrkr,2507,1796,0,4303,3,0,2,0,2,1,Gd,5,Typ,1,Po,Basment,1994.0,Fin,2,138.3395176156865,Fa,Ex,Y,39,72,96,2,103,0,NA,MnPrv,NA,544,1,2010,COD,AdjLand,520511
486,180,RL,34.0,1300,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Artery,Norm,1Fam,1Story,7,3,1962,1985,Gable,CompShg,ImStucc,VinylSd,BrkFace,1091.7153379872798,Gd,TA,PConc,TA,Fa,No,ALQ,1318.4761562396222,Unf,13.4251919412522,1480.961378343095,2812.8627265239693,GasA,Gd,N,SBrkr,1779,2000,55,3834,0,0,2,0,3,1,TA,5,Typ,1,Fa,Detchd,,Unf,1,355.20394654710736,Ex,Ex,Y,8,197,14,0,0,338,NA,NA,NA,265,2,2009,Con,Alloca,477003
487,80,RL,83.0,4646,Pave,NA,IR3,Bnk,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,SFoyer,7,6,1963,1990,Gable,CompShg,WdShing,HdBoard,None,14.078168518496529,Gd,TA,PConc,TA,Gd,Gd,BLQ,2500.0,Unf,408.8775989879742,772.1967678848767,3681.074366872851,GasA,Gd,Y,SBrkr,1377,1331,0,2708,1,0,1,1,3,1,Gd,3,Typ,2,Po,Basment,,Unf,3,126.9343138659973,NA,Fa,Y,129,21,4,0,73,338,NA,GdPrv,NA,0,7,2009,New,Partial,529135
488,75,RL,99.0,5734,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,7,1906,1999,Gable,CompShg,WdShing,Stucco,None,1364.2616645014746,Ex,TA,BrkTil,Gd,Gd,Av,LwQ,56.03040359887429,Unf,148.0571102407365,157.71377389773957,361.8012877373503,GasA,Gd,Y,SBrkr,1825,876,0,2701,0,0,3,1,3,2,Gd,3,Typ,1,Po,NA,,RFn,0,101.25592612862908,TA,Ex,Y,120,224,0,20,109,362,NA,MnPrv,NA,482,9,2009,CWD,Family,366956
489,90,RL,28.0,5882,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2.5Fin,5,6,1892,2004,Gable,CompShg,Wd Sdng,Plywood,BrkFace,104.1811939405032,Gd,Gd,CBlock,Gd,Po,No,Rec,1896.597162949948,Unf,0.8279062344480956,2500.0,4397.425069184396,GasA,Gd,Y,SBrkr,816,619,0,1435,0,0,2,0,3,1,TA,5,Min1,1,Fa,CarPort,,Fin,2,214.02815983618848,TA,Fa,Y,308,800,12,8,75,92,NA,NA,NA,307,1,2010,VWD,Family,379524
490,50,RL,53.0,4983,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,7,6,2005,1991,Gambrel,CompShg,AsbShng,VinylSd,None,1600.0,Ex,Gd,CBlock,TA,Ex,Mn,LwQ,1261.552791046703,Unf,29.801218012252207,553.5719007735902,1844.9259098325456,GasA,Gd,Y,SBrkr,1613,1040,445,3098,1,0,2,0,3,1,Gd,6,Typ,0,Gd,BuiltIn,2006.0,RFn,1,321.95089987712066,NA,Ex,Y,172,37,22,3,75,145,NA,MnPrv,NA,45,11,2006,ConLI,Normal,434643
491,80,RL,52.0,2222,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,RRAe,Norm,1Fam,1.5Fin,8,3,1958,1984,Gable,CompShg,CBlock,BrkComm,BrkFace,3.3704269665114963,Gd,Gd,CBlock,Ex,TA,No,NA,243.09563555383957,Unf,2.6934601996505423,2500.0,2745.78909575349,GasA,Ex,Y,SBrkr,938,608,34,1580,2,0,2,1,3,1,TA,5,Typ,1,Gd,BuiltIn,1929.0,Unf,2,584.790289122373,TA,TA,Y,63,36,386,0,46,0,NA,NA,NA,170,10,2009,Oth,AdjLand,397743
492,150,RL,77.0,6213,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,Norm,1Fam,1.5Fin,8,8,1970,1977,Hip,CompShg,Plywood,CBlock,BrkFace,112.31627594029963,Gd,Fa,BrkTil,Gd,Fa,Gd,GLQ,2500.0,Rec,25.969740375818922,130.00930524468362,2655.979045620503,GasW,Fa,Y,SBrkr,1772,919,12,2703,0,0,1,1,3,1,Gd,7,Typ,0,TA,NA,1926.0,Fin,1,657.5162037288717,NA,TA,Y,172,377,132,2,9,150,NA,NA,NA,199,3,2010,ConLI,AdjLand,454734
493,75,FV,44.0,3518,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Artery,Norm,1Fam,1.5Unf,4,5,1994,1967,Gable,CompShg,MetalSd,Wd Sdng,None,203.56310116384236,Gd,TA,CBlock,TA,TA,Av,BLQ,1435.8537287449965,Unf,1.4904915297056713,849.8901500186956,2287.2343702933977,GasA,Gd,Y,SBrkr,889,294,0,1183,1,0,2,1,3,1,Fa,3,Typ,0,Po,Attchd,1900.0,Fin,2,165.1474218912449,NA,NA,Y,597,81,6,4,84,0,NA,NA,NA,455,3,2008,WD,Partial,380200
494,85,RM,40.0,8067,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Somerst,PosA,Norm,2FmCon,1Story,9,8,2005,1964,Gable,CompShg,BrkComm,CemntBd,BrkFace,110.84472783623012,Gd,TA,CBlock,Ex,Fa,Av,Rec,273.0689405790391,Unf,23.576209446994064,46.31082416001001,342.9559741860432,GasA,Gd,Y,SBrkr,2798,1437,0,4235,0,0,2,0,3,1,TA,10,Sal,1,TA,Basment,1984.0,NA,2,381.36652799424166,Ex,TA,Y,500,116,41,0,0,71,NA,GdPrv,NA,0,3,2008,ConLI,Alloca,488772
495,60,RM,64.0,1434,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,RRAn,Norm,1Fam,1Story,7,6,1971,1952,Gable,CompShg,WdShing,VinylSd,None,96.91283142360037,TA,TA,PConc,Gd,Fa,No,Rec,630.3198540021353,GLQ,,483.7109863736305,2563.3472832683183,GasA,Ex,Y,SBrkr,945,816,0,1761,1,0,2,0,3,1,Gd,7,Typ,0,NA,Basment,2006.0,Fin,1,292.2834499364246,TA,NA,Y,69,255,50,0,0,0,NA,NA,NA,1295,1,2006,ConLI,Alloca,391700
496,160,RL,90.0,4644,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,Crawfor,PosN,Norm,1Fam,1.5Unf,7,6,1950,1995,Gable,CompShg,CemntBd,VinylSd,BrkFace,35.61704377368087,Gd,TA,CBlock,Gd,TA,No,ALQ,2500.0,Rec,52.000492509389396,1998.1538305499653,4550.154323059354,GasA,Po,Y,SBrkr,2048,0,68,2116,1,0,1,1,3,1,TA,6,Typ,0,Fa,Attchd,,NA,2,216.3438849154791,NA,NA,Y,114,261,22,0,46,0,NA,NA,NA,0,2,2009,VWD,AdjLand,430031
497,120,RL,,7049,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,PosN,Norm,1Fam,2.5Fin,7,5,1968,2007,Gable,CompShg,Stucco,WdShing,None,124.32943049337372,Gd,TA,PConc,TA,TA,Av,BLQ,676.4922088127232,Unf,12.341942292277457,374.19412484192674,1063.0282759469274,GasA,TA,Y,SBrkr,1237,836,0,2073,0,0,3,0,4,1,TA,6,Typ,2,Fa,NA,,Unf,2,137.1910912279492,Ex,NA,Y,472,362,430,5,83,0,NA,NA,NA,0,1,2009,ConLI,AdjLand,393422
498,40,RL,26.0,5226,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,Somerst,Artery,Artery,1Fam,1.5Fin,5,6,1962,1992,Gable,CompShg,VinylSd,Stone,None,186.82035273727735,Gd,TA,BrkTil,Gd,TA,No,LwQ,321.90586490637014,Unf,12.847309520528958,94.79964306455456,429.55281749145365,GasA,Ex,Y,SBrkr,1710,963,146,2819,0,0,2,1,3,1,Gd,4,Min2,2,Gd,Detchd,,Unf,1,153.45788208874006,NA,Ex,Y,370,469,0,0,170,0,NA,NA,NA,0,9,2009,VWD,Family,361498
499,190,C,,6207,Pave,NA,Reg,Lvl,AllPub,Inside,Sev,NridgHt,RRAn,Norm,1Fam,1.5Unf,7,6,1935,1951,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.013368181062488,Gd,Gd,PConc,NA,TA,Av,Rec,380.33466556190837,Unf,2.4583561757610215,1398.81278784226,1781.6058095799294,GasA,Ex,Y,SBrkr,1768,1191,5,2964,0,0,2,0,4,1,TA,10,Min2,1,TA,Detchd,1975.0,Fin,2,135.0025529890069,Po,NA,Y,23,16,69,0,0,104,NA,NA,NA,73,2,2010,CWD,Partial,463207
